書名,著者,出版社,出版日,概要,感想
硝子の塔の殺人,知念実希人,実業之日本社,2021-08-10,ミステリを愛するすべての人へ 当作の完成度は、一斉を風靡した わが「新本格」時代のクライマックスであり、 フィナーレを感じさせる。今後このフィールドから、 これを超える作が現れることはないだろう。 島田荘司 ああびっくりした、としか云いようがない。 これは僕の、多分に特権的な驚きでもあって、 そのぶん戸惑いも禁じえないのだが――。 ともあれ皆様、怪しい「館」にはご用心！ 綾辻行人 500ページ、一気読み！ 知念実希人の新たな代表作誕生 作家デビュー10年 実業之日本社創業125年 記念作品 雪深き森で、燦然と輝く、硝子の塔。 地上11階、地下1階、唯一無二の美しく巨大な尖塔だ。 ミステリを愛する大富豪の呼びかけで、 刑事、霊能力者、小説家、料理人など、 一癖も二癖もあるゲストたちが招かれた。 この館で次々と惨劇が起こる。 館の主人が毒殺され、 ダイニングでは火事が起き血塗れの遺体が。 さらに、血文字で記された十三年前の事件……。 謎を追うのは名探偵・碧月夜と医師・一条遊馬。 散りばめられた伏線、読者への挑戦状、 圧倒的リーダビリティ、そして、驚愕のラスト。 著者初の本格ミステリ長編、大本命！ 【目次】 プロローグ 一日目 二日目 三日目 最終日 エピローグ 『硝子の塔の殺人』刊行に寄せて 島田荘司,test
